year_month,state,unemployment_rate
2018-04,MS,4.9
2018-05,MS,4.9
2018-06,MS,4.8
2018-07,MS,4.8
2018-08,MS,4.8
2018-09,MS,4.9
2018-10,MS,5.0
2018-11,MS,5.2
2018-12,MS,5.3
2019-01,MS,5.4
2019-02,MS,5.4
2019-03,MS,5.4
2019-04,MS,5.4
2019-05,MS,5.4
2019-06,MS,5.5
2019-07,MS,5.6
2019-08,MS,5.6
2019-09,MS,5.6
2019-10,MS,5.6
2019-11,MS,5.5
2019-12,MS,5.5
2020-01,MS,5.6
2020-02,MS,5.7
2020-03,MS,5.9
2020-04,MS,15.6
2020-05,MS,11.2
2020-06,MS,9.4
2020-07,MS,8.3
2020-08,MS,7.4
2020-09,MS,7.1
2020-10,MS,6.7
2020-11,MS,6.6
2020-12,MS,6.5
2021-01,MS,6.4
2021-02,MS,6.3
2021-03,MS,6.2
2021-04,MS,6.1
2021-05,MS,5.9
2021-06,MS,5.7
2021-07,MS,5.5
2021-08,MS,5.1
2021-09,MS,4.8
2021-10,MS,4.5
2021-11,MS,4.3
2021-12,MS,4.1
2022-01,MS,4.0
2022-02,MS,3.9
2022-03,MS,3.8
2022-04,MS,3.8
2022-05,MS,3.7
2022-06,MS,3.7
2022-07,MS,3.7
2022-08,MS,3.7
2022-09,MS,3.7
2022-10,MS,3.7
2022-11,MS,3.6
2022-12,MS,3.5
2023-01,MS,3.4
2023-02,MS,3.3
2023-03,MS,3.2
2023-04,MS,3.1
2023-05,MS,3.1
2023-06,MS,3.1
2023-07,MS,3.1
2023-08,MS,3.1
2023-09,MS,3.1
2023-10,MS,3.0
2023-11,MS,3.0
2023-12,MS,2.9
2024-01,MS,2.8
2024-02,MS,2.8
2024-03,MS,2.8
2024-04,MS,2.8
2024-05,MS,2.9
2024-06,MS,3.0
2024-07,MS,3.2
2024-08,MS,3.3
2024-09,MS,3.4
2024-10,MS,3.6
2024-11,MS,3.7
2024-12,MS,3.8
2025-01,MS,3.9
2025-02,MS,3.9
2025-03,MS,3.9
2025-04,MS,3.9
2025-05,MS,3.9
2025-06,MS,3.8
2025-07,MS,3.8
2025-08,MS,3.7
2025-09,MS,3.7
2025-11,MS,3.7
2025-12,MS,3.7
2026-01,MS,3.6
2026-02,MS,3.7
2026-03,MS,3.8
2026-04,MS,3.8
2026-05,MS,3.8
2026-06,MS,3.8
1990-01,MO,5.6
1990-02,MO,5.6
1990-03,MO,5.5
1990-04,MO,5.5
1990-05,MO,5.5
1990-06,MO,5.6
1990-07,MO,5.7
1990-08,MO,6.0
1990-09,MO,6.2
1990-10,MO,6.4
1990-11,MO,6.6
1990-12,MO,6.7
1991-01,MO,6.8
1991-02,MO,6.8
1991-03,MO,6.9
1991-04,MO,6.8
1991-05,MO,6.8
1991-06,MO,6.7
1991-07,MO,6.5
1991-08,MO,6.4
1991-09,MO,6.3
1991-10,MO,6.3
1991-11,MO,6.2
1991-12,MO,6.2
1992-01,MO,6.2
1992-02,MO,6.2
1992-03,MO,6.2
1992-04,MO,6.2
1992-05,MO,6.2
1992-06,MO,6.2
1992-07,MO,6.2
1992-08,MO,6.1
1992-09,MO,6.0
1992-10,MO,6.0
1992-11,MO,6.0
1992-12,MO,6.0
1993-01,MO,6.1
1993-02,MO,6.2
1993-03,MO,6.3
1993-04,MO,6.3
1993-05,MO,6.3
1993-06,MO,6.3
1993-07,MO,6.3
1993-08,MO,6.2
1993-09,MO,6.1
1993-10,MO,6.0
1993-11,MO,5.9
1993-12,MO,5.8
1994-01,MO,5.7
1994-02,MO,5.5
1994-03,MO,5.3
1994-04,MO,5.2
1994-05,MO,5.0
1994-06,MO,5.0
1994-07,MO,4.9
1994-08,MO,4.9
1994-09,MO,4.9
1994-10,MO,5.0
1994-11,MO,4.9
1994-12,MO,4.9
1995-01,MO,4.9
1995-02,MO,5.0
1995-03,MO,5.0
1995-04,MO,5.0
1995-05,MO,5.0
1995-06,MO,5.0
1995-07,MO,4.9
1995-08,MO,4.8
1995-09,MO,4.7
1995-10,MO,4.6
1995-11,MO,4.5
1995-12,MO,4.5
1996-01,MO,4.5
1996-02,MO,4.6
1996-03,MO,4.7
1996-04,MO,4.7
1996-05,MO,4.8
1996-06,MO,4.8
1996-07,MO,4.8
1996-08,MO,4.7
1996-09,MO,4.8
1996-10,MO,4.8
1996-11,MO,4.8
1996-12,MO,4.8
1997-01,MO,4.8
1997-02,MO,4.6
1997-03,MO,4.5
1997-04,MO,4.3
1997-05,MO,4.2
1997-06,MO,4.2
1997-07,MO,4.2
1997-08,MO,4.3
1997-09,MO,4.3
1997-10,MO,4.3
1997-11,MO,4.4
1997-12,MO,4.4
1998-01,MO,4.4
1998-02,MO,4.4
1998-03,MO,4.4
1998-04,MO,4.3
1998-05,MO,4.3
1998-06,MO,4.2
1998-07,MO,4.1
1998-08,MO,4.0
1998-09,MO,3.9
1998-10,MO,3.7
1998-11,MO,3.6
1998-12,MO,3.4
1999-01,MO,3.3
1999-02,MO,3.2
1999-03,MO,3.3
1999-04,MO,3.3
1999-05,MO,3.4
1999-06,MO,3.4
1999-07,MO,3.4
1999-08,MO,3.3
1999-09,MO,3.2
1999-10,MO,3.1
1999-11,MO,3.0
1999-12,MO,3.0
2000-01,MO,3.0
2000-02,MO,3.0
2000-03,MO,3.1
2000-04,MO,3.1
2000-05,MO,3.1
2000-06,MO,3.2
2000-07,MO,3.3
2000-08,MO,3.5
2000-09,MO,3.6
2000-10,MO,3.8
2000-11,MO,3.9
2000-12,MO,4.1
2001-01,MO,4.2
2001-02,MO,4.2
2001-03,MO,4.3
2001-04,MO,4.3
2001-05,MO,4.3
2001-06,MO,4.3
2001-07,MO,4.4
2001-08,MO,4.5
2001-09,MO,4.7
2001-10,MO,4.9
2001-11,MO,5.0
2001-12,MO,5.2
2002-01,MO,5.3
2002-02,MO,5.3
2002-03,MO,5.4
2002-04,MO,5.4
2002-05,MO,5.4
2002-06,MO,5.3
2002-07,MO,5.3
2002-08,MO,5.3
2002-09,MO,5.3
2002-10,MO,5.3
2002-11,MO,5.3
2002-12,MO,5.3
2003-01,MO,5.4
2003-02,MO,5.5
2003-03,MO,5.6
2003-04,MO,5.7
2003-05,MO,5.8
2003-06,MO,5.9
2003-07,MO,5.9
2003-08,MO,5.9
2003-09,MO,5.8
2003-10,MO,5.7
2003-11,MO,5.6
2003-12,MO,5.5
2004-01,MO,5.5
2004-02,MO,5.6
2004-03,MO,5.6
2004-04,MO,5.7
2004-05,MO,5.8
2004-06,MO,5.9
2004-07,MO,6.0
2004-08,MO,6.0
2004-09,MO,6.0
2004-10,MO,6.0
2004-11,MO,6.0
2004-12,MO,6.0
2005-01,MO,6.0
2005-02,MO,5.9
2005-03,MO,5.8
2005-04,MO,5.7
2005-05,MO,5.5
2005-06,MO,5.4
2005-07,MO,5.2
2005-08,MO,5.2
2005-09,MO,5.1
2005-10,MO,5.1
2005-11,MO,5.1
2005-12,MO,5.0
2006-01,MO,5.0
2006-02,MO,4.9
2006-03,MO,4.8
2006-04,MO,4.8
2006-05,MO,4.8
2006-06,MO,4.8
2006-07,MO,4.9
2006-08,MO,4.9
2006-09,MO,5.0
2006-10,MO,5.0
2006-11,MO,4.9
2006-12,MO,4.9
2007-01,MO,4.8
2007-02,MO,4.8
2007-03,MO,4.8
2007-04,MO,4.9
2007-05,MO,4.9
2007-06,MO,5.0
2007-07,MO,5.1
2007-08,MO,5.2
2007-09,MO,5.3
2007-10,MO,5.4
2007-11,MO,5.4
2007-12,MO,5.4
2008-01,MO,5.4
2008-02,MO,5.4
2008-03,MO,5.4
2008-04,MO,5.6
2008-05,MO,5.7
2008-06,MO,5.9
2008-07,MO,6.1
2008-08,MO,6.3
2008-09,MO,6.5
2008-10,MO,6.8
2008-11,MO,7.2
2008-12,MO,7.6
2009-01,MO,8.0
2009-02,MO,8.4
2009-03,MO,8.7
2009-04,MO,9.0
2009-05,MO,9.1
2009-06,MO,9.3
2009-07,MO,9.3
2009-08,MO,9.4
2009-09,MO,9.4
2009-10,MO,9.4
2009-11,MO,9.5
2009-12,MO,9.6
2010-01,MO,9.6
2010-02,MO,9.6
2010-03,MO,9.6
2010-04,MO,9.5
2010-05,MO,9.4
2010-06,MO,9.3
2010-07,MO,9.3
2010-08,MO,9.3
2010-09,MO,9.3
2010-10,MO,9.4
2010-11,MO,9.4
2010-12,MO,9.3
2011-01,MO,9.2
2011-02,MO,9.1
2011-03,MO,8.9
2011-04,MO,8.8
2011-05,MO,8.8
2011-06,MO,8.7
2011-07,MO,8.6
2011-08,MO,8.5
2011-09,MO,8.4
2011-10,MO,8.2
2011-11,MO,8.0
2011-12,MO,7.7
2012-01,MO,7.5
2012-02,MO,7.4
2012-03,MO,7.3
2012-04,MO,7.2
2012-05,MO,7.2
2012-06,MO,7.1
2012-07,MO,7.1
2012-08,MO,7.0
2012-09,MO,7.0
2012-10,MO,7.0
2012-11,MO,7.0
2012-12,MO,6.9
2013-01,MO,6.9
2013-02,MO,6.9
2013-03,MO,6.9
2013-04,MO,6.8
2013-05,MO,6.8
2013-06,MO,6.8
2013-07,MO,6.8
2013-08,MO,6.7
2013-09,MO,6.7
2013-10,MO,6.6
2013-11,MO,6.6
2013-12,MO,6.6
2014-01,MO,6.6
2014-02,MO,6.6
2014-03,MO,6.6
2014-04,MO,6.5
2014-05,MO,6.3
2014-06,MO,6.2
2014-07,MO,6.1
2014-08,MO,6.0
2014-09,MO,5.9
2014-10,MO,5.8
2014-11,MO,5.7
2014-12,MO,5.7
2015-01,MO,5.6
2015-02,MO,5.6
2015-03,MO,5.5
2015-04,MO,5.5
2015-05,MO,5.3
2015-06,MO,5.2
2015-07,MO,5.0
2015-08,MO,4.9
2015-09,MO,4.8
2015-10,MO,4.7
2015-11,MO,4.6
2015-12,MO,4.5
2016-01,MO,4.5
2016-02,MO,4.5
2016-03,MO,4.5
2016-04,MO,4.5
2016-05,MO,4.6
2016-06,MO,4.7
2016-07,MO,4.7
2016-08,MO,4.7
2016-09,MO,4.7
2016-10,MO,4.6
2016-11,MO,4.5
2016-12,MO,4.4
2017-01,MO,4.2
2017-02,MO,4.1
2017-03,MO,4.0
2017-04,MO,3.9
2017-05,MO,3.8
2017-06,MO,3.7
2017-07,MO,3.7
2017-08,MO,3.7
2017-09,MO,3.6
2017-10,MO,3.6
2017-11,MO,3.6
2017-12,MO,3.6
2018-01,MO,3.5
2018-02,MO,3.5
2018-03,MO,3.4
2018-04,MO,3.3
2018-05,MO,3.2
2018-06,MO,3.1
2018-07,MO,3.1
2018-08,MO,3.1
2018-09,MO,3.1
2018-10,MO,3.1
2018-11,MO,3.2
2018-12,MO,3.2
2019-01,MO,3.3
2019-02,MO,3.3
2019-03,MO,3.2
2019-04,MO,3.1
2019-05,MO,3.1
2019-06,MO,3.1
2019-07,MO,3.1
2019-08,MO,3.2
2019-09,MO,3.3
2019-10,MO,3.3
2019-11,MO,3.4
2019-12,MO,3.4
2020-01,MO,3.4
2020-02,MO,3.4
2020-03,MO,3.6
2020-04,MO,11.6
2020-05,MO,9.6
2020-06,MO,8.0
2020-07,MO,7.2
2020-08,MO,6.4
2020-09,MO,5.9
2020-10,MO,5.4
2020-11,MO,5.1
2020-12,MO,5.0
2021-01,MO,4.8
2021-02,MO,4.8
2021-03,MO,4.7
2021-04,MO,4.6
2021-05,MO,4.4
2021-06,MO,4.3
2021-07,MO,4.1
2021-08,MO,3.9
2021-09,MO,3.7
2021-10,MO,3.5
2021-11,MO,3.4
2021-12,MO,3.2
2022-01,MO,3.0
2022-02,MO,2.8
2022-03,MO,2.6
2022-04,MO,2.4
2022-05,MO,2.4
2022-06,MO,2.4
2022-07,MO,2.4
2022-08,MO,2.5
2022-09,MO,2.7
2022-10,MO,2.8
2022-11,MO,2.8
2022-12,MO,2.8
2023-01,MO,2.8
2023-02,MO,2.8
2023-03,MO,2.9
2023-04,MO,2.9
2023-05,MO,3.0
2023-06,MO,3.1
2023-07,MO,3.2
2023-08,MO,3.2
2023-09,MO,3.3
2023-10,MO,3.4
2023-11,MO,3.4
2023-12,MO,3.4
2024-01,MO,3.5
2024-02,MO,3.5
2024-03,MO,3.6
2024-04,MO,3.7
2024-05,MO,3.7
2024-06,MO,3.8
2024-07,MO,3.8
2024-08,MO,3.8
2024-09,MO,3.7
2024-10,MO,3.7
2024-11,MO,3.8
2024-12,MO,3.8
2025-01,MO,3.9
2025-02,MO,4.0
2025-03,MO,4.0
2025-04,MO,4.0
2025-05,MO,4.0
2025-06,MO,4.0
2025-07,MO,4.0
2025-08,MO,4.0
2025-09,MO,3.9
2025-11,MO,3.9
2025-12,MO,3.9
2026-01,MO,3.9
2026-02,MO,3.9
2026-03,MO,3.9
2026-04,MO,3.8
2026-05,MO,3.8
2026-06,MO,3.7
1990-01,MT,5.7
1990-02,MT,5.7
1990-03,MT,5.6
1990-04,MT,5.7
1990-05,MT,5.8
1990-06,MT,5.9
1990-07,MT,6.0
1990-08,MT,6.2
1990-09,MT,6.3
1990-10,MT,6.5
1990-11,MT,6.6
1990-12,MT,6.8
1991-01,MT,7.0
1991-02,MT,7.1
1991-03,MT,7.1
1991-04,MT,7.1
1991-05,MT,7.0
1991-06,MT,6.9
1991-07,MT,6.8
1991-08,MT,6.8
1991-09,MT,6.8
1991-10,MT,6.8
1991-11,MT,6.9
1991-12,MT,6.9
1992-01,MT,6.9
1992-02,MT,6.9
1992-03,MT,6.8
1992-04,MT,6.8
1992-05,MT,6.8
1992-06,MT,6.8
1992-07,MT,6.7
1992-08,MT,6.7
1992-09,MT,6.7
1992-10,MT,6.6
1992-11,MT,6.5
1992-12,MT,6.5
1993-01,MT,6.4
1993-02,MT,6.3
1993-03,MT,6.3
1993-04,MT,6.3
1993-05,MT,6.2
1993-06,MT,6.2
1993-07,MT,6.2
1993-08,MT,6.1
1993-09,MT,6.0
1993-10,MT,5.9
1993-11,MT,5.8
1993-12,MT,5.7
1994-01,MT,5.7
1994-02,MT,5.6
1994-03,MT,5.5
1994-04,MT,5.5
1994-05,MT,5.4
1994-06,MT,5.4
1994-07,MT,5.4
1994-08,MT,5.4
1994-09,MT,5.5
1994-10,MT,5.5
1994-11,MT,5.5
1994-12,MT,5.5
1995-01,MT,5.5
1995-02,MT,5.5
1995-03,MT,5.6
1995-04,MT,5.6
1995-05,MT,5.7
1995-06,MT,5.8
1995-07,MT,5.8
1995-08,MT,5.8
1995-09,MT,5.8
1995-10,MT,5.8
1995-11,MT,5.8
1995-12,MT,5.8
1996-01,MT,5.8
1996-02,MT,5.7
1996-03,MT,5.7
1996-04,MT,5.6
1996-05,MT,5.6
1996-06,MT,5.5
1996-07,MT,5.5
1996-08,MT,5.4
1996-09,MT,5.4
1996-10,MT,5.4
1996-11,MT,5.4
1996-12,MT,5.4
1997-01,MT,5.5
1997-02,MT,5.5
1997-03,MT,5.5
1997-04,MT,5.5
1997-05,MT,5.5
1997-06,MT,5.5
1997-07,MT,5.5
1997-08,MT,5.4
1997-09,MT,5.4
1997-10,MT,5.4
1997-11,MT,5.5
1997-12,MT,5.5
1998-01,MT,5.6
1998-02,MT,5.6
1998-03,MT,5.6
1998-04,MT,5.6
1998-05,MT,5.6
1998-06,MT,5.6
1998-07,MT,5.6
1998-08,MT,5.6
1998-09,MT,5.6
1998-10,MT,5.6
1998-11,MT,5.6
1998-12,MT,5.5
1999-01,MT,5.5
1999-02,MT,5.4
1999-03,MT,5.4
1999-04,MT,5.4
1999-05,MT,5.4
1999-06,MT,5.4
1999-07,MT,5.3
1999-08,MT,5.3
1999-09,MT,5.2
1999-10,MT,5.2
1999-11,MT,5.1
1999-12,MT,5.0
2000-01,MT,5.0
2000-02,MT,4.9
2000-03,MT,4.9
2000-04,MT,4.9
2000-05,MT,4.9
2000-06,MT,4.9
2000-07,MT,4.9
2000-08,MT,4.8
2000-09,MT,4.8
2000-10,MT,4.7
2000-11,MT,4.7
2000-12,MT,4.6
2001-01,MT,4.6
2001-02,MT,4.6
2001-03,MT,4.6
2001-04,MT,4.6
2001-05,MT,4.6
2001-06,MT,4.5
2001-07,MT,4.6
2001-08,MT,4.6
2001-09,MT,4.6
2001-10,MT,4.7
2001-11,MT,4.7
2001-12,MT,4.7
2002-01,MT,4.8
2002-02,MT,4.8
2002-03,MT,4.7
2002-04,MT,4.7
2002-05,MT,4.6
2002-06,MT,4.5
2002-07,MT,4.5
2002-08,MT,4.4
2002-09,MT,4.4
2002-10,MT,4.4
2002-11,MT,4.5
2002-12,MT,4.5
2003-01,MT,4.6
2003-02,MT,4.6
2003-03,MT,4.6
2003-04,MT,4.7
2003-05,MT,4.7
2003-06,MT,4.8
2003-07,MT,4.8
2003-08,MT,4.8
2003-09,MT,4.8
2003-10,MT,4.8
2003-11,MT,4.8
2003-12,MT,4.8
2004-01,MT,4.7
2004-02,MT,4.7
2004-03,MT,4.7
2004-04,MT,4.6
2004-05,MT,4.6
2004-06,MT,4.6
2004-07,MT,4.5
2004-08,MT,4.5
2004-09,MT,4.4
2004-10,MT,4.4
2004-11,MT,4.4
2004-12,MT,4.4
2005-01,MT,4.3
2005-02,MT,4.3
2005-03,MT,4.3
2005-04,MT,4.2
2005-05,MT,4.2
2005-06,MT,4.1
2005-07,MT,4.1
2005-08,MT,4.1
2005-09,MT,4.0
2005-10,MT,3.9
2005-11,MT,3.8
2005-12,MT,3.7
2006-01,MT,3.6
2006-02,MT,3.5
2006-03,MT,3.5
2006-04,MT,3.5
2006-05,MT,3.5
2006-06,MT,3.4
2006-07,MT,3.4
2006-08,MT,3.4
2006-09,MT,3.3
2006-10,MT,3.2
2006-11,MT,3.1
2006-12,MT,3.0
2007-01,MT,2.9
2007-02,MT,2.9
2007-03,MT,2.9
2007-04,MT,3.0
2007-05,MT,3.2
2007-06,MT,3.4
2007-07,MT,3.5
2007-08,MT,3.7
2007-09,MT,3.8
2007-10,MT,3.8
2007-11,MT,3.8
2007-12,MT,3.8
2008-01,MT,3.8
2008-02,MT,3.9
2008-03,MT,4.0
2008-04,MT,4.1
2008-05,MT,4.3
2008-06,MT,4.5
2008-07,MT,4.7
2008-08,MT,4.9
2008-09,MT,5.1
2008-10,MT,5.4
2008-11,MT,5.8
2008-12,MT,6.2
2009-01,MT,6.5
2009-02,MT,6.9
2009-03,MT,7.1
2009-04,MT,7.2
2009-05,MT,7.2
2009-06,MT,7.2
2009-07,MT,7.1
2009-08,MT,7.1
2009-09,MT,7.1
2009-10,MT,7.2
2009-11,MT,7.3
2009-12,MT,7.3
2010-01,MT,7.4
2010-02,MT,7.4
2010-03,MT,7.4
2010-04,MT,7.3
2010-05,MT,7.2
2010-06,MT,7.1
2010-07,MT,7.0
2010-08,MT,7.0
2010-09,MT,7.0
2010-10,MT,7.0
2010-11,MT,7.0
2010-12,MT,7.0
2011-01,MT,7.0
2011-02,MT,6.9
2011-03,MT,6.8
2011-04,MT,6.7
2011-05,MT,6.7
2011-06,MT,6.7
2011-07,MT,6.7
2011-08,MT,6.6
2011-09,MT,6.6
2011-10,MT,6.4
2011-11,MT,6.3
2011-12,MT,6.1
2012-01,MT,6.0
2012-02,MT,5.9
2012-03,MT,5.9
2012-04,MT,5.9
2012-05,MT,5.9
2012-06,MT,5.9
2012-07,MT,5.8
2012-08,MT,5.8
2012-09,MT,5.7
2012-10,MT,5.6
2012-11,MT,5.5
2012-12,MT,5.5
2013-01,MT,5.5
2013-02,MT,5.4
2013-03,MT,5.4
2013-04,MT,5.4
2013-05,MT,5.4
2013-06,MT,5.4
2013-07,MT,5.3
2013-08,MT,5.3
2013-09,MT,5.2
2013-10,MT,5.2
2013-11,MT,5.1
2013-12,MT,5.0
2014-01,MT,4.9
2014-02,MT,4.9
2014-03,MT,4.8
2014-04,MT,4.7
2014-05,MT,4.7
2014-06,MT,4.6
2014-07,MT,4.6
2014-08,MT,4.6
2014-09,MT,4.6
2014-10,MT,4.5
2014-11,MT,4.4
2014-12,MT,4.4
2015-01,MT,4.3
2015-02,MT,4.3
2015-03,MT,4.2
2015-04,MT,4.2
2015-05,MT,4.2
2015-06,MT,4.2
2015-07,MT,4.2
2015-08,MT,4.2
2015-09,MT,4.2
2015-10,MT,4.3
2015-11,MT,4.3
2015-12,MT,4.3
2016-01,MT,4.3
2016-02,MT,4.3
2016-03,MT,4.3
2016-04,MT,4.3
2016-05,MT,4.3
2016-06,MT,4.3
2016-07,MT,4.3
2016-08,MT,4.3
2016-09,MT,4.2
2016-10,MT,4.2
2016-11,MT,4.2
2016-12,MT,4.2
2017-01,MT,4.2
2017-02,MT,4.1
2017-03,MT,4.1
2017-04,MT,4.1
2017-05,MT,4.1
2017-06,MT,4.1
2017-07,MT,4.1
2017-08,MT,4.1
2017-09,MT,4.1
2017-10,MT,4.1
2017-11,MT,4.1
2017-12,MT,4.0
2018-01,MT,3.9
2018-02,MT,3.9
2018-03,MT,3.8
2018-04,MT,3.8
2018-05,MT,3.7
2018-06,MT,3.7
2018-07,MT,3.7
2018-08,MT,3.6
2018-09,MT,3.6
2018-10,MT,3.7
2018-11,MT,3.7
2018-12,MT,3.6
2019-01,MT,3.6
2019-02,MT,3.6
2019-03,MT,3.5
2019-04,MT,3.5
2019-05,MT,3.4
2019-06,MT,3.4
2019-07,MT,3.5
2019-08,MT,3.5
2019-09,MT,3.5
2019-10,MT,3.5
2019-11,MT,3.5
2019-12,MT,3.5
2020-01,MT,3.5
2020-02,MT,3.5
2020-03,MT,3.5
2020-04,MT,11.9
2020-05,MT,9.2
2020-06,MT,7.7
2020-07,MT,6.7
2020-08,MT,5.6
2020-09,MT,5.2
2020-10,MT,4.6
2020-11,MT,4.3
2020-12,MT,4.2
2021-01,MT,4.0
2021-02,MT,3.9
2021-03,MT,3.8
2021-04,MT,3.7
2021-05,MT,3.6
2021-06,MT,3.5
2021-07,MT,3.4
2021-08,MT,3.2
2021-09,MT,3.1
2021-10,MT,2.9
2021-11,MT,2.8
2021-12,MT,2.7
2022-01,MT,2.7
2022-02,MT,2.7
2022-03,MT,2.7
2022-04,MT,2.7
2022-05,MT,2.7
2022-06,MT,2.7
2022-07,MT,2.7
2022-08,MT,2.7
2022-09,MT,2.7
2022-10,MT,2.6
2022-11,MT,2.5
2022-12,MT,2.5
2023-01,MT,2.5
2023-02,MT,2.5
2023-03,MT,2.5
2023-04,MT,2.5
2023-05,MT,2.6
2023-06,MT,2.6
2023-07,MT,2.7
2023-08,MT,2.8
2023-09,MT,2.9
2023-10,MT,3.0
2023-11,MT,3.1
2023-12,MT,3.1
2024-01,MT,3.1
2024-02,MT,3.1
2024-03,MT,3.0
2024-04,MT,3.0
2024-05,MT,3.0
2024-06,MT,3.1
2024-07,MT,3.0
2024-08,MT,3.0
2024-09,MT,3.0
2024-10,MT,2.9
2024-11,MT,2.9
2024-12,MT,2.9
2025-01,MT,2.9
2025-02,MT,3.0
2025-03,MT,3.1
2025-04,MT,3.1
2025-05,MT,3.2
2025-06,MT,3.2
2025-07,MT,3.3
2025-08,MT,3.4
2025-09,MT,3.5
2025-11,MT,3.6
2025-12,MT,3.6
2026-01,MT,3.6
2026-02,MT,3.6
2026-03,MT,3.6
2026-04,MT,3.5
2026-05,MT,3.4
2026-06,MT,3.3
1990-01,NE,2.6
1990-02,NE,2.5
1990-03,NE,2.4
1990-04,NE,2.3
1990-05,NE,2.3
1990-06,NE,2.3
1990-07,NE,2.3
1990-08,NE,2.3
1990-09,NE,2.3
1990-10,NE,2.4
1990-11,NE,2.4
1990-12,NE,2.4
1991-01,NE,2.5
1991-02,NE,2.5
1991-03,NE,2.6
1991-04,NE,2.6
1991-05,NE,2.6
1991-06,NE,2.6
1991-07,NE,2.6
1991-08,NE,2.7
1991-09,NE,2.7
1991-10,NE,2.7
1991-11,NE,2.7
1991-12,NE,2.7
1992-01,NE,2.7
1992-02,NE,2.8
1992-03,NE,2.8
1992-04,NE,2.8
1992-05,NE,2.8
1992-06,NE,2.9
1992-07,NE,2.9
1992-08,NE,2.9
1992-09,NE,2.8
1992-10,NE,2.8
1992-11,NE,2.8
1992-12,NE,2.8
1993-01,NE,2.9
1993-02,NE,2.9
1993-03,NE,2.9
1993-04,NE,2.9
1993-05,NE,2.8
1993-06,NE,2.8
1993-07,NE,2.7
1993-08,NE,2.7
1993-09,NE,2.6
1993-10,NE,2.6
1993-11,NE,2.7
1993-12,NE,2.7
1994-01,NE,2.7
1994-02,NE,2.7
1994-03,NE,2.7
1994-04,NE,2.7
1994-05,NE,2.6
1994-06,NE,2.6
1994-07,NE,2.6
1994-08,NE,2.6
1994-09,NE,2.6
1994-10,NE,2.6
1994-11,NE,2.6
1994-12,NE,2.6
1995-01,NE,2.5
1995-02,NE,2.5
1995-03,NE,2.5
1995-04,NE,2.6
1995-05,NE,2.6
1995-06,NE,2.7
1995-07,NE,2.7
1995-08,NE,2.7
1995-09,NE,2.7
1995-10,NE,2.7
1995-11,NE,2.7
1995-12,NE,2.7
1996-01,NE,2.7
1996-02,NE,2.8
1996-03,NE,2.8
1996-04,NE,2.8
1996-05,NE,2.8
1996-06,NE,2.7
1996-07,NE,2.7
1996-08,NE,2.7
1996-09,NE,2.6
1996-10,NE,2.6
1996-11,NE,2.6
1996-12,NE,2.6
1997-01,NE,2.6
1997-02,NE,2.5
1997-03,NE,2.5
1997-04,NE,2.4
1997-05,NE,2.4
1997-06,NE,2.4
1997-07,NE,2.4
1997-08,NE,2.4
1997-09,NE,2.4
1997-10,NE,2.3
1997-11,NE,2.3
1997-12,NE,2.3
1998-01,NE,2.3
1998-02,NE,2.3
1998-03,NE,2.4
1998-04,NE,2.4
1998-05,NE,2.4
1998-06,NE,2.5
1998-07,NE,2.5
1998-08,NE,2.6
1998-09,NE,2.7
1998-10,NE,2.7
1998-11,NE,2.7
1998-12,NE,2.7
1999-01,NE,2.7
1999-02,NE,2.7
1999-03,NE,2.7
1999-04,NE,2.7
1999-05,NE,2.8
1999-06,NE,2.8
1999-07,NE,2.8
1999-08,NE,2.8
1999-09,NE,2.8
1999-10,NE,2.8
1999-11,NE,2.8
1999-12,NE,2.8
2000-01,NE,2.8
2000-02,NE,2.8
2000-03,NE,2.8
2000-04,NE,2.8
2000-05,NE,2.8
2000-06,NE,2.8
2000-07,NE,2.8
2000-08,NE,2.8
2000-09,NE,2.9
2000-10,NE,2.9
2000-11,NE,2.9
2000-12,NE,2.9
2001-01,NE,2.9
2001-02,NE,2.9
2001-03,NE,3.0
2001-04,NE,3.0
2001-05,NE,3.0
2001-06,NE,3.0
2001-07,NE,3.1
2001-08,NE,3.2
2001-09,NE,3.3
2001-10,NE,3.4
2001-11,NE,3.5
2001-12,NE,3.6
2002-01,NE,3.7
2002-02,NE,3.7
2002-03,NE,3.7
2002-04,NE,3.7
2002-05,NE,3.7
2002-06,NE,3.7
2002-07,NE,3.6
2002-08,NE,3.6
2002-09,NE,3.6
2002-10,NE,3.6
2002-11,NE,3.6
2002-12,NE,3.7
2003-01,NE,3.7
2003-02,NE,3.8
2003-03,NE,3.9
2003-04,NE,3.9
2003-05,NE,4.0
2003-06,NE,4.0
2003-07,NE,4.1
2003-08,NE,4.0
2003-09,NE,4.0
2003-10,NE,3.9
2003-11,NE,3.9
2003-12,NE,3.8
2004-01,NE,3.8
2004-02,NE,3.8
2004-03,NE,3.8
2004-04,NE,3.8
2004-05,NE,3.8
2004-06,NE,3.8
2004-07,NE,3.8
2004-08,NE,3.9
2004-09,NE,3.9
2004-10,NE,3.9
2004-11,NE,3.9
2004-12,NE,4.0
2005-01,NE,4.0
2005-02,NE,4.0
2005-03,NE,4.0
2005-04,NE,3.9
2005-05,NE,3.9
2005-06,NE,3.8
2005-07,NE,3.7
2005-08,NE,3.7
2005-09,NE,3.7
2005-10,NE,3.6
2005-11,NE,3.5
2005-12,NE,3.5
2006-01,NE,3.3
